transaction_id,timestamp,sender_bank,amount,channel,location,device_type,is_fraud
TRX-1000296,2024-01-17 20:59:00,GTBank,3652.85,USSD,Abuja,Android,0
TRX-1000297,2024-01-02 14:26:00,Kuda,6716.03,Web,Enugu,iPhone,0
TRX-1000298,2024-01-07 15:31:00,Kuda,9724.12,POS,Enugu,Web,0
TRX-1000299,2024-01-05 07:27:00,GTBank,7068.46,USSD,Port Harcourt,iPhone,0
TRX-1000300,2024-01-31 01:05:00,OPay,1767.41,USSD,Kano,Android,0
TRX-1000301,2024-01-06 01:18:00,Zenith,18141.83,USSD,Ibadan,iPhone,0
TRX-1000302,2024-01-01 05:06:00,OPay,421578.55,Mobile App,Ibadan,Feature Phone,0
TRX-1000303,2024-01-18 01:03:00,Zenith,12630.63,Mobile App,Enugu,Android,0
TRX-1000304,2024-01-02 15:41:00,Moniepoint,15956.7,Mobile App,Abuja,Android,0
TRX-1000305,2024-01-01 10:40:00,OPay,6606.08,Mobile App,Kano,iPhone,0
TRX-1000306,2024-01-12 17:45:00,Moniepoint,262975.35,USSD,Lagos,Feature Phone,0
TRX-1000307,2024-01-01 02:16:00,Zenith,3210.35,Web,Ibadan,Feature Phone,0
TRX-1000308,2024-01-30 14:16:00,GTBank,4565.05,POS,Lagos,iPhone,0
TRX-1000309,2024-01-23 09:13:00,Zenith,3025.31,Mobile App,Abuja,Android,0
TRX-1000310,2024-01-08 17:42:00,GTBank,1060.39,USSD,Lagos,Android,0
TRX-1000311,2024-01-26 11:51:00,Zenith,19641.03,Web,Lagos,Android,0
TRX-1000312,2024-01-25 11:01:00,Kuda,2101.86,POS,Kano,Android,0
TRX-1000313,2024-01-24 14:44:00,GTBank,800.32,POS,Ibadan,Android,0
TRX-1000314,2024-01-19 07:51:00,Zenith,10349.68,Web,Port Harcourt,Web,0
TRX-1000315,2024-01-01 07:22:00,Zenith,3799.28,POS,Lagos,Android,0
TRX-1000316,2024-01-26 07:24:00,Kuda,383883.36,USSD,Abuja,Feature Phone,0
TRX-1000317,2024-01-18 03:31:00,GTBank,475907.57,Mobile App,Enugu,Web,1
TRX-1000318,2024-01-09 18:01:00,Zenith,19824.84,POS,Port Harcourt,Web,0
TRX-1000319,2024-01-20 10:43:00,Access,15874.95,Web,Abuja,iPhone,0
TRX-1000320,2024-01-22 04:29:00,Kuda,5371.91,USSD,Enugu,Feature Phone,0
TRX-1000321,2024-01-16 14:08:00,Kuda,18101.91,USSD,Kano,iPhone,0
TRX-1000322,2024-01-05 20:39:00,Access,1042.95,Mobile App,Abuja,iPhone,0
TRX-1000323,2024-01-10 02:07:00,Kuda,110343.11,POS,Port Harcourt,Android,1
TRX-1000324,2024-01-12 12:25:00,Zenith,12276.54,USSD,Lagos,iPhone,0
TRX-1000325,2024-01-26 23:12:00,GTBank,3416.76,USSD,Abuja,Feature Phone,0
TRX-1000326,2024-01-30 01:09:00,Moniepoint,230748.79,USSD,Port Harcourt,Feature Phone,0
TRX-1000327,2024-01-17 23:02:00,Zenith,11091.53,POS,Ibadan,Web,0
TRX-1000328,2024-01-16 06:54:00,Moniepoint,1441.13,Web,Enugu,iPhone,0
TRX-1000329,2024-01-01 20:11:00,Access,197983.82,Mobile App,Kano,iPhone,0
TRX-1000330,2024-01-20 09:00:00,Moniepoint,17259.97,USSD,Ibadan,Web,0
TRX-1000331,2024-01-14 06:04:00,Moniepoint,8866.42,Mobile App,Port Harcourt,Android,0
TRX-1000332,2024-01-04 18:10:00,Moniepoint,496770.04,POS,Port Harcourt,iPhone,0
TRX-1000333,2024-01-12 05:36:00,Zenith,3699.12,Mobile App,Port Harcourt,Android,0
TRX-1000334,2024-01-15 15:02:00,Access,8136.69,POS,Abuja,Feature Phone,0
TRX-1000335,2024-01-10 01:52:00,Access,4127.12,POS,Enugu,Android,0
TRX-1000336,2024-01-31 23:48:00,GTBank,8603.12,POS,Enugu,Web,0
TRX-1000337,2024-01-04 20:29:00,Zenith,16655.74,POS,Enugu,iPhone,0
TRX-1000338,2024-01-04 10:13:00,Access,13103.41,USSD,Port Harcourt,Feature Phone,0
TRX-1000339,2024-01-21 08:43:00,Moniepoint,60158.01,Web,Enugu,Android,0
TRX-1000340,2024-01-25 07:46:00,Moniepoint,4844.87,USSD,Enugu,iPhone,0
TRX-1000341,2024-01-21 01:03:00,Kuda,1484.95,POS,Port Harcourt,Feature Phone,0
TRX-1000342,2024-01-03 01:18:00,GTBank,16472.24,Web,Kano,Feature Phone,0
TRX-1000343,2024-01-06 21:22:00,OPay,12235.1,Web,Enugu,Android,0
TRX-1000344,2024-01-10 23:32:00,OPay,19512.41,Mobile App,Enugu,Android,0
TRX-1000345,2024-01-27 16:33:00,OPay,454860.96,POS,Enugu,Feature Phone,0
TRX-1000346,2024-01-24 11:51:00,Kuda,13042.65,USSD,Enugu,iPhone,0
TRX-1000347,2024-01-02 01:53:00,GTBank,1716.51,POS,Ibadan,Android,0
TRX-1000348,2024-01-06 09:56:00,Access,12485.95,Mobile App,Kano,iPhone,0
TRX-1000349,2024-01-30 10:25:00,Access,11568.14,Mobile App,Kano,iPhone,0
TRX-1000350,2024-01-05 13:26:00,Access,18920.3,USSD,Port Harcourt,Android,0
TRX-1000351,2024-01-05 19:21:00,GTBank,13786.32,Mobile App,Enugu,Feature Phone,0
TRX-1000352,2024-01-07 10:16:00,Moniepoint,4499.27,POS,Ibadan,Web,0
TRX-1000353,2024-01-25 06:01:00,OPay,177470.16,POS,Port Harcourt,Android,0
TRX-1000354,2024-01-22 20:37:00,Kuda,12147.94,Mobile App,Abuja,iPhone,0
TRX-1000355,2024-01-19 08:41:00,Access,533.75,USSD,Ibadan,iPhone,0
TRX-1000356,2024-01-05 23:48:00,Access,14104.0,POS,Lagos,Feature Phone,0
TRX-1000357,2024-01-28 09:16:00,Zenith,191260.92,USSD,Port Harcourt,Android,0
TRX-1000358,2024-01-25 03:11:00,OPay,12382.76,Web,Kano,Feature Phone,0
TRX-1000359,2024-01-25 02:36:00,GTBank,1476.1,Web,Enugu,iPhone,0
TRX-1000360,2024-01-08 08:53:00,GTBank,5238.61,USSD,Ibadan,iPhone,0
TRX-1000361,2024-01-16 00:27:00,OPay,18566.5,Web,Port Harcourt,Android,0
TRX-1000362,2024-01-29 05:49:00,Zenith,14437.82,Mobile App,Port Harcourt,iPhone,0
TRX-1000363,2024-01-12 01:26:00,GTBank,155003.79,POS,Lagos,Web,0
TRX-1000364,2024-01-20 23:00:00,OPay,10080.45,Mobile App,Port Harcourt,iPhone,0
TRX-1000365,2024-01-05 19:21:00,OPay,490853.56,POS,Port Harcourt,Android,0
TRX-1000366,2024-01-15 01:09:00,Zenith,131490.08,Web,Abuja,iPhone,0
TRX-1000367,2024-01-07 03:04:00,Moniepoint,12691.24,Web,Abuja,Feature Phone,0
TRX-1000368,2024-01-21 06:35:00,OPay,18651.86,USSD,Abuja,Web,0
TRX-1000369,2024-01-02 00:16:00,Kuda,3643.04,USSD,Ibadan,Web,0
TRX-1000370,2024-01-28 04:52:00,GTBank,15427.94,POS,Lagos,iPhone,0
TRX-1000371,2024-01-05 15:33:00,Moniepoint,1152.22,POS,Abuja,Feature Phone,0
TRX-1000372,2024-01-17 00:59:00,Access,11607.36,Mobile App,Enugu,Android,0
TRX-1000373,2024-01-19 09:43:00,Moniepoint,6617.94,POS,Kano,Feature Phone,0
TRX-1000374,2024-01-16 06:27:00,Access,329756.38,USSD,Port Harcourt,iPhone,0
TRX-1000375,2024-01-16 00:16:00,OPay,382343.82,Web,Lagos,iPhone,1
TRX-1000376,2024-01-09 22:01:00,GTBank,115046.6,Mobile App,Lagos,Feature Phone,0
TRX-1000377,2024-01-24 10:20:00,GTBank,17840.75,Mobile App,Abuja,Web,0
TRX-1000378,2024-01-01 09:45:00,Access,16973.71,Web,Kano,iPhone,0
TRX-1000379,2024-01-13 04:24:00,OPay,7925.8,POS,Lagos,Android,0
TRX-1000380,2024-01-19 22:23:00,GTBank,19669.49,Mobile App,Enugu,Android,0
TRX-1000381,2024-01-10 23:39:00,Moniepoint,9325.96,Mobile App,Abuja,Web,0
TRX-1000382,2024-01-21 00:35:00,OPay,10431.42,Mobile App,Kano,Feature Phone,0
TRX-1000383,2024-01-25 11:33:00,GTBank,2629.16,Mobile App,Enugu,Web,0
TRX-1000384,2024-01-29 19:01:00,OPay,4439.39,POS,Port Harcourt,Feature Phone,0
TRX-1000385,2024-01-15 11:48:00,Access,2961.35,Mobile App,Port Harcourt,iPhone,0
TRX-1000386,2024-01-13 06:37:00,OPay,8744.74,USSD,Lagos,Web,0
TRX-1000387,2024-01-26 23:07:00,Moniepoint,11720.41,POS,Port Harcourt,Web,0
TRX-1000388,2024-01-23 21:20:00,Access,10808.22,POS,Lagos,Android,0
TRX-1000389,2024-01-16 05:25:00,OPay,11560.33,Mobile App,Abuja,iPhone,0
TRX-1000390,2024-01-16 18:08:00,OPay,511.28,Mobile App,Port Harcourt,iPhone,0
TRX-1000391,2024-01-26 05:13:00,Access,285621.18,Mobile App,Lagos,Web,0
TRX-1000392,2024-01-11 07:05:00,GTBank,5456.53,Web,Abuja,iPhone,0
TRX-1000393,2024-01-21 03:47:00,GTBank,16411.08,USSD,Lagos,Android,0
TRX-1000394,2024-01-30 14:26:00,GTBank,10728.94,Web,Enugu,Feature Phone,0
TRX-1000395,2024-01-18 16:46:00,Access,3032.5,USSD,Enugu,Android,0
TRX-1000396,2024-01-07 17:55:00,Moniepoint,67754.52,POS,Abuja,Feature Phone,0
TRX-1000397,2024-01-29 19:58:00,Access,4737.24,USSD,Enugu,iPhone,0
TRX-1000398,2024-01-21 01:48:00,Kuda,18495.5,POS,Ibadan,Feature Phone,0
TRX-1000399,2024-01-22 01:06:00,Moniepoint,246863.16,POS,Kano,Feature Phone,0
TRX-1000400,2024-01-26 05:58:00,Access,478062.81,Mobile App,Ibadan,Android,0
TRX-1000401,2024-01-27 17:48:00,GTBank,14572.39,Mobile App,Enugu,iPhone,0
TRX-1000402,2024-01-22 09:46:00,OPay,2556.32,POS,Port Harcourt,iPhone,0
TRX-1000403,2024-01-31 06:14:00,Zenith,354656.21,Mobile App,Abuja,Feature Phone,0
TRX-1000404,2024-01-01 16:32:00,GTBank,19415.59,POS,Lagos,iPhone,0
TRX-1000405,2024-01-09 08:43:00,Kuda,19594.77,POS,Port Harcourt,Web,0
TRX-1000406,2024-01-02 07:43:00,Moniepoint,11158.36,USSD,Kano,Android,0
TRX-1000407,2024-01-17 10:01:00,Moniepoint,16718.87,Web,Ibadan,Feature Phone,0
TRX-1000408,2024-01-05 04:56:00,Kuda,199784.53,Mobile App,Lagos,Android,0
TRX-1000409,2024-01-28 08:08:00,OPay,279655.82,USSD,Ibadan,Feature Phone,0
TRX-1000410,2024-01-20 22:28:00,Kuda,189866.6,Web,Abuja,iPhone,0
TRX-1000411,2024-01-19 11:03:00,Zenith,5554.14,Web,Kano,iPhone,0
TRX-1000412,2024-01-09 07:31:00,Access,17395.78,Mobile App,Kano,Feature Phone,0
TRX-1000413,2024-01-31 07:25:00,OPay,13672.83,USSD,Lagos,Android,0
TRX-1000414,2024-01-10 19:24:00,Kuda,2564.56,USSD,Kano,Feature Phone,0
TRX-1000415,2024-01-19 16:09:00,OPay,14807.37,Web,Port Harcourt,Feature Phone,0
TRX-1000416,2024-01-23 07:42:00,Zenith,12994.09,Mobile App,Kano,Feature Phone,0
TRX-1000417,2024-01-24 23:17:00,Zenith,12076.33,POS,Port Harcourt,Web,0
TRX-1000418,2024-01-15 04:13:00,Moniepoint,17139.6,POS,Ibadan,Web,0
TRX-1000419,2024-01-07 02:15:00,Kuda,14551.45,Mobile App,Kano,Android,0
TRX-1000420,2024-01-13 17:06:00,Kuda,12916.29,Web,Kano,Android,0
TRX-1000421,2024-01-13 18:00:00,Access,15204.92,Web,Lagos,Web,0
TRX-1000422,2024-01-22 08:44:00,OPay,11259.53,Web,Lagos,iPhone,0
TRX-1000423,2024-01-05 19:07:00,Moniepoint,7418.72,Web,Lagos,Android,0
TRX-1000424,2024-01-30 10:30:00,OPay,5553.92,POS,Lagos,Web,0
TRX-1000425,2024-01-17 13:39:00,OPay,12547.36,Mobile App,Abuja,iPhone,0
TRX-1000426,2024-01-13 11:01:00,Zenith,16851.74,Mobile App,Abuja,Feature Phone,0
TRX-1000427,2024-01-17 20:09:00,Kuda,9662.12,Web,Lagos,Web,0
TRX-1000428,2024-01-05 02:20:00,Moniepoint,88672.64,USSD,Lagos,Android,0
TRX-1000429,2024-01-10 13:15:00,Zenith,4810.58,POS,Abuja,Feature Phone,0
TRX-1000430,2024-01-01 20:57:00,OPay,7476.78,Mobile App,Enugu,Feature Phone,0
TRX-1000431,2024-01-26 03:35:00,Zenith,4551.48,Mobile App,Port Harcourt,iPhone,0
TRX-1000432,2024-01-29 16:06:00,Zenith,10556.23,USSD,Port Harcourt,Feature Phone,0
TRX-1000433,2024-01-19 05:04:00,Moniepoint,1675.63,Mobile App,Enugu,Web,0
TRX-1000434,2024-01-07 09:41:00,Kuda,17302.94,POS,Enugu,iPhone,0
TRX-1000435,2024-01-20 10:38:00,Access,6256.87,POS,Abuja,Web,0
TRX-1000436,2024-01-23 06:35:00,Moniepoint,16682.54,USSD,Enugu,Feature Phone,0
TRX-1000437,2024-01-04 17:00:00,Zenith,13054.76,USSD,Ibadan,Feature Phone,0
TRX-1000438,2024-01-11 16:48:00,Zenith,1555.24,USSD,Enugu,iPhone,0
TRX-1000439,2024-01-09 06:18:00,Access,17583.5,POS,Ibadan,iPhone,0
TRX-1000440,2024-01-25 23:34:00,OPay,3166.3,Mobile App,Enugu,iPhone,0
TRX-1000441,2024-01-06 00:25:00,Moniepoint,14801.08,USSD,Enugu,Web,0
TRX-1000442,2024-01-21 04:39:00,Access,1821.8,Mobile App,Enugu,iPhone,0
TRX-1000443,2024-01-23 09:42:00,Access,484321.58,Web,Enugu,Android,0
TRX-1000444,2024-01-24 03:49:00,GTBank,18059.34,Mobile App,Kano,iPhone,0
TRX-1000445,2024-01-29 21:08:00,GTBank,357013.49,Mobile App,Kano,iPhone,0
TRX-1000446,2024-01-05 06:46:00,OPay,3324.63,Mobile App,Enugu,Feature Phone,0
TRX-1000447,2024-01-02 21:36:00,Zenith,7926.91,USSD,Port Harcourt,Feature Phone,0
TRX-1000448,2024-01-27 17:18:00,Kuda,3066.14,Mobile App,Lagos,iPhone,0
TRX-1000449,2024-01-16 04:46:00,Access,5101.72,Web,Enugu,Feature Phone,0
TRX-1000450,2024-01-21 15:49:00,Zenith,90514.35,Web,Enugu,Android,0
TRX-1000451,2024-01-25 21:18:00,Access,16230.82,Mobile App,Port Harcourt,Android,0
TRX-1000452,2024-01-29 04:18:00,Zenith,14355.89,Web,Ibadan,Android,0
TRX-1000453,2024-01-11 12:31:00,Zenith,12341.34,Mobile App,Ibadan,Feature Phone,0
TRX-1000454,2024-01-10 06:51:00,Access,13175.06,Web,Ibadan,Android,0
TRX-1000455,2024-01-19 15:50:00,Moniepoint,9451.0,POS,Kano,Android,0
TRX-1000456,2024-01-06 07:57:00,Access,10551.96,POS,Kano,iPhone,0
TRX-1000457,2024-01-16 10:01:00,OPay,18148.16,POS,Enugu,Web,0
TRX-1000458,2024-01-24 10:54:00,Zenith,16261.48,POS,Kano,Web,0
TRX-1000459,2024-01-13 03:05:00,GTBank,445097.83,Web,Kano,iPhone,1
TRX-1000460,2024-01-04 01:35:00,Kuda,15549.9,POS,Ibadan,iPhone,0
TRX-1000461,2024-01-19 22:35:00,Kuda,283521.6,Web,Lagos,Web,1
TRX-1000462,2024-01-17 08:19:00,Zenith,7215.16,Web,Kano,iPhone,0
TRX-1000463,2024-01-26 03:06:00,Access,11416.73,Mobile App,Enugu,iPhone,0
TRX-1000464,2024-01-01 15:23:00,Zenith,18502.35,Mobile App,Port Harcourt,Android,0
TRX-1000465,2024-01-20 08:27:00,GTBank,1369.53,Web,Port Harcourt,iPhone,0
TRX-1000466,2024-01-27 20:59:00,Kuda,208548.77,POS,Enugu,Feature Phone,0
TRX-1000467,2024-01-11 19:25:00,Access,11897.93,Web,Ibadan,Feature Phone,0
TRX-1000468,2024-01-09 17:00:00,Access,9943.17,Mobile App,Enugu,Android,0
TRX-1000469,2024-01-21 20:54:00,Zenith,285197.28,USSD,Lagos,iPhone,0
TRX-1000470,2024-01-24 23:53:00,OPay,171518.88,Mobile App,Ibadan,Feature Phone,0
TRX-1000471,2024-01-21 09:53:00,Kuda,205208.33,USSD,Lagos,Web,0
TRX-1000472,2024-01-26 20:42:00,GTBank,52469.45,Mobile App,Ibadan,Android,0
TRX-1000473,2024-01-21 22:30:00,OPay,19736.36,POS,Kano,iPhone,0
TRX-1000474,2024-01-20 20:57:00,GTBank,15274.57,Mobile App,Abuja,Web,0
TRX-1000475,2024-01-05 14:52:00,GTBank,7801.94,POS,Ibadan,Web,0
TRX-1000476,2024-01-14 11:32:00,Moniepoint,13389.26,Web,Abuja,iPhone,0
TRX-1000477,2024-01-19 07:05:00,Kuda,5004.7,Mobile App,Lagos,Feature Phone,0
TRX-1000478,2024-01-14 05:46:00,Zenith,9705.81,Web,Abuja,Android,0
TRX-1000479,2024-01-24 05:24:00,OPay,7696.53,USSD,Kano,Feature Phone,0
TRX-1000480,2024-01-09 22:13:00,GTBank,3919.85,Mobile App,Ibadan,iPhone,0
TRX-1000481,2024-01-06 17:51:00,GTBank,244934.28,USSD,Ibadan,Web,0
TRX-1000482,2024-01-19 17:09:00,Moniepoint,12923.97,USSD,Enugu,Web,0
TRX-1000483,2024-01-30 00:52:00,Zenith,14954.57,USSD,Ibadan,Feature Phone,0
TRX-1000484,2024-01-22 03:27:00,Kuda,16558.07,Mobile App,Ibadan,Android,0
TRX-1000485,2024-01-12 08:11:00,Moniepoint,17243.1,USSD,Port Harcourt,Feature Phone,0
TRX-1000486,2024-01-24 08:18:00,Access,12542.32,Web,Enugu,Android,0
TRX-1000487,2024-01-27 02:30:00,Moniepoint,16500.18,Mobile App,Abuja,Web,0
TRX-1000488,2024-01-22 17:33:00,Access,4563.62,Mobile App,Enugu,Web,0
TRX-1000489,2024-01-01 18:20:00,Access,8034.05,POS,Enugu,Feature Phone,0
TRX-1000490,2024-01-28 01:13:00,GTBank,17567.94,POS,Kano,Web,0
TRX-1000491,2024-01-16 20:47:00,Access,10321.19,POS,Enugu,iPhone,0
TRX-1000492,2024-01-27 06:50:00,Access,11957.66,Mobile App,Enugu,iPhone,0
TRX-1000493,2024-01-14 03:58:00,GTBank,434477.1,USSD,Enugu,Web,0
TRX-1000494,2024-01-11 14:37:00,Zenith,2256.92,USSD,Lagos,Feature Phone,0
TRX-1000495,2024-01-25 14:56:00,Kuda,60719.93,USSD,Lagos,Feature Phone,0
TRX-1000496,2024-01-01 01:47:00,Access,812.36,POS,Kano,iPhone,0
TRX-1000497,2024-01-04 08:36:00,GTBank,9284.94,USSD,Lagos,Web,0
TRX-1000498,2024-01-20 22:59:00,Zenith,2171.87,Web,Ibadan,Web,0
TRX-1000499,2024-01-12 20:18:00,Kuda,4618.7,POS,Kano,Feature Phone,0
TRX-1000500,2024-01-25 08:10:00,Access,243031.62,Mobile App,Lagos,Android,0
TRX-1000501,2024-01-27 01:57:00,Moniepoint,377911.62,USSD,Ibadan,Web,0
TRX-1000502,2024-01-06 14:06:00,Access,9035.78,USSD,Enugu,Web,0
TRX-1000503,2024-01-20 01:17:00,Zenith,424853.41,POS,Port Harcourt,Android,1
TRX-1000504,2024-01-30 23:03:00,Zenith,9403.76,POS,Abuja,iPhone,0
TRX-1000505,2024-01-17 16:21:00,Access,96163.77,POS,Lagos,Feature Phone,0
TRX-1000506,2024-01-10 12:42:00,Access,1672.86,Web,Ibadan,Feature Phone,0
TRX-1000507,2024-01-03 08:10:00,Access,340471.51,Mobile App,Ibadan,iPhone,0
TRX-1000508,2024-01-29 13:52:00,Moniepoint,14642.8,Web,Enugu,Android,0
TRX-1000509,2024-01-09 17:00:00,OPay,967.26,USSD,Lagos,iPhone,0
TRX-1000510,2024-01-02 01:03:00,Access,10245.9,Mobile App,Ibadan,Web,0
TRX-1000511,2024-01-19 14:29:00,Moniepoint,4643.33,Web,Port Harcourt,iPhone,0
TRX-1000512,2024-01-31 23:08:00,Zenith,10018.64,Web,Kano,Android,0
TRX-1000513,2024-01-22 20:37:00,GTBank,3961.54,Mobile App,Ibadan,Android,0
TRX-1000514,2024-01-09 03:37:00,Zenith,13243.03,Mobile App,Kano,Web,0
TRX-1000515,2024-01-18 21:08:00,Zenith,304231.94,POS,Abuja,Web,0
TRX-1000516,2024-01-06 00:47:00,GTBank,12131.12,USSD,Kano,Android,0
TRX-1000517,2024-01-22 01:19:00,Access,5305.57,Web,Port Harcourt,Android,0
TRX-1000518,2024-01-04 04:57:00,Moniepoint,14305.19,Web,Port Harcourt,Feature Phone,0
TRX-1000519,2024-01-29 15:19:00,Zenith,17555.12,USSD,Enugu,iPhone,0
TRX-1000520,2024-01-19 14:00:00,Kuda,8041.16,Mobile App,Kano,Android,0
TRX-1000521,2024-01-04 12:02:00,OPay,188612.27,Mobile App,Ibadan,iPhone,0
TRX-1000522,2024-01-20 01:09:00,Kuda,7330.52,USSD,Port Harcourt,Feature Phone,0
TRX-1000523,2024-01-25 08:39:00,Zenith,7829.72,Mobile App,Kano,iPhone,0
TRX-1000524,2024-01-18 21:48:00,GTBank,13126.72,Mobile App,Lagos,Android,0
TRX-1000525,2024-01-08 07:37:00,OPay,3083.3,Mobile App,Port Harcourt,iPhone,0
TRX-1000526,2024-01-21 19:16:00,Access,3729.76,POS,Kano,Feature Phone,0
TRX-1000527,2024-01-26 05:11:00,Access,16303.33,USSD,Enugu,Web,0
TRX-1000528,2024-01-18 18:30:00,GTBank,10413.38,USSD,Enugu,Android,0
TRX-1000529,2024-01-25 12:33:00,GTBank,18226.5,USSD,Kano,Feature Phone,0
TRX-1000530,2024-01-12 05:56:00,Kuda,17865.32,Web,Abuja,Android,0
TRX-1000531,2024-01-10 05:45:00,Access,4184.21,POS,Kano,Feature Phone,0
TRX-1000532,2024-01-04 15:35:00,Zenith,17585.88,Mobile App,Lagos,Android,0
TRX-1000533,2024-01-16 20:02:00,GTBank,248790.15,USSD,Lagos,Android,0
TRX-1000534,2024-01-22 09:25:00,Kuda,8909.92,POS,Ibadan,iPhone,0
TRX-1000535,2024-01-23 08:14:00,Kuda,8286.19,POS,Lagos,Feature Phone,0
TRX-1000536,2024-01-02 16:17:00,OPay,6043.63,Web,Port Harcourt,iPhone,0
TRX-1000537,2024-01-06 02:30:00,Zenith,5109.9,USSD,Lagos,Feature Phone,0
TRX-1000538,2024-01-23 06:34:00,OPay,12115.8,Mobile App,Abuja,Web,0
TRX-1000539,2024-01-27 17:11:00,Access,5930.76,Mobile App,Abuja,Web,0
TRX-1000540,2024-01-15 10:32:00,Kuda,153964.58,Web,Ibadan,iPhone,1
TRX-1000541,2024-01-03 13:23:00,OPay,19524.11,Mobile App,Port Harcourt,Android,0
TRX-1000542,2024-01-25 19:56:00,Kuda,9071.61,Web,Abuja,Web,0
TRX-1000543,2024-01-08 13:42:00,Moniepoint,203249.85,Web,Abuja,iPhone,0
TRX-1000544,2024-01-11 15:55:00,Zenith,9921.44,Mobile App,Enugu,Web,0
TRX-1000545,2024-01-13 19:16:00,Access,13825.1,Web,Kano,Web,0
TRX-1000546,2024-01-18 09:58:00,Moniepoint,18119.26,POS,Ibadan,Web,0
TRX-1000547,2024-01-06 17:07:00,Zenith,350805.48,USSD,Lagos,Feature Phone,0
TRX-1000548,2024-01-29 01:38:00,OPay,95574.0,USSD,Enugu,Android,0
TRX-1000549,2024-01-11 00:52:00,GTBank,12394.79,Mobile App,Kano,Web,0
TRX-1000550,2024-01-28 02:31:00,Zenith,1166.8,Mobile App,Enugu,Android,0
TRX-1000551,2024-01-27 03:28:00,Moniepoint,17890.64,USSD,Ibadan,Feature Phone,0
TRX-1000552,2024-01-03 21:45:00,OPay,13908.01,POS,Port Harcourt,Web,0
TRX-1000553,2024-01-01 21:02:00,Kuda,226627.08,Mobile App,Enugu,iPhone,0
TRX-1000554,2024-01-05 14:23:00,Zenith,19771.27,POS,Lagos,Android,0
TRX-1000555,2024-01-26 09:51:00,GTBank,13324.9,Web,Abuja,Android,0
TRX-1000556,2024-01-10 08:52:00,Moniepoint,18075.44,USSD,Enugu,iPhone,0
TRX-1000557,2024-01-21 08:17:00,GTBank,13186.03,POS,Kano,iPhone,0
TRX-1000558,2024-01-11 14:35:00,Zenith,210134.88,Mobile App,Kano,Web,0
TRX-1000559,2024-01-29 01:42:00,GTBank,161941.55,Mobile App,Lagos,Feature Phone,0
TRX-1000560,2024-01-08 01:24:00,Access,8586.53,Web,Port Harcourt,Web,0
TRX-1000561,2024-01-07 12:31:00,Kuda,18645.05,USSD,Kano,Feature Phone,0
TRX-1000562,2024-01-01 17:27:00,Kuda,442205.41,USSD,Lagos,iPhone,0
TRX-1000563,2024-01-31 07:42:00,Kuda,492719.56,Web,Ibadan,Feature Phone,1
TRX-1000564,2024-01-27 05:47:00,Kuda,15741.48,Web,Ibadan,iPhone,0
TRX-1000565,2024-01-26 09:40:00,Moniepoint,11600.31,Web,Kano,Feature Phone,0
TRX-1000566,2024-01-26 18:28:00,Zenith,343275.35,Mobile App,Port Harcourt,iPhone,0
TRX-1000567,2024-01-29 02:46:00,Access,5720.09,POS,Port Harcourt,Android,0
TRX-1000568,2024-01-23 15:29:00,Moniepoint,17434.95,POS,Kano,Web,0
TRX-1000569,2024-01-12 22:20:00,Zenith,836.55,POS,Enugu,Web,0
TRX-1000570,2024-01-14 00:31:00,Kuda,464557.59,Web,Kano,Web,0
TRX-1000571,2024-01-23 17:54:00,Zenith,13994.24,USSD,Kano,Feature Phone,0
TRX-1000572,2024-01-10 04:26:00,Zenith,11538.91,Web,Enugu,iPhone,0
TRX-1000573,2024-01-16 23:38:00,Zenith,458346.4,POS,Lagos,Web,0
TRX-1000574,2024-01-21 04:15:00,Access,2440.68,Mobile App,Kano,Feature Phone,0
TRX-1000575,2024-01-29 08:41:00,Zenith,83095.42,USSD,Lagos,Feature Phone,0
TRX-1000576,2024-01-15 11:16:00,Zenith,444632.93,USSD,Ibadan,Web,0
TRX-1000577,2024-01-04 01:42:00,Zenith,15993.28,Web,Ibadan,Feature Phone,0
TRX-1000578,2024-01-09 23:01:00,GTBank,15975.11,Mobile App,Kano,Android,0
TRX-1000579,2024-01-17 21:56:00,Moniepoint,3001.57,POS,Lagos,Web,0
TRX-1000580,2024-01-31 20:15:00,OPay,3058.0,POS,Abuja,Android,0
TRX-1000581,2024-01-27 20:55:00,Moniepoint,17370.31,Web,Port Harcourt,iPhone,0
TRX-1000582,2024-01-16 19:02:00,OPay,5058.19,Web,Ibadan,Feature Phone,0
TRX-1000583,2024-01-17 10:08:00,Moniepoint,83193.2,Web,Lagos,Android,0
TRX-1000584,2024-01-13 17:40:00,Moniepoint,8156.98,USSD,Abuja,Android,0
TRX-1000585,2024-01-12 03:05:00,Access,452703.35,POS,Kano,Feature Phone,0
TRX-1000586,2024-01-05 02:21:00,OPay,1840.04,Web,Kano,Web,0
TRX-1000587,2024-01-06 04:39:00,Zenith,3597.73,USSD,Port Harcourt,Web,0
TRX-1000588,2024-01-20 13:57:00,Zenith,19624.97,USSD,Port Harcourt,Web,0
TRX-1000589,2024-01-05 14:39:00,GTBank,16136.43,USSD,Kano,Web,0
TRX-1000590,2024-01-20 23:40:00,Access,17870.97,Web,Ibadan,Android,0
TRX-1000591,2024-01-10 07:22:00,OPay,12316.39,Mobile App,Kano,Web,0
TRX-1000592,2024-01-13 02:42:00,Access,16509.29,Web,Enugu,Android,0
TRX-1000593,2024-01-08 00:43:00,Kuda,16896.59,Mobile App,Abuja,iPhone,0
